synonym	primary
H2A.Z-2	H2AZ2
H2AFV	H2AZ2
H2AV	H2AZ2
BRESI1	EPSTI1
TP53DINP1	TP53INP1
TP53INP1A	TP53INP1
TP53INP1B	TP53INP1
Teap	TP53INP1
p53DINP1	TP53INP1
CPI-17	PPP1R14A
CPI17	PPP1R14A
PPP1INL	PPP1R14A
JBTS15	CEP41
TSGA14	CEP41
IMD93	FNIP1
LIMS3L	LIMS4
PINCH-3	LIMS3
NCOA6IP	TGS1
PIPMT	TGS1
MLC-B	MYL12B
EIT-6	EGLN2
EIT6	EGLN2
HIF-PH1	EGLN2
HIFPH1	EGLN2
HPH-1	EGLN2
HPH-3	EGLN2
PHD1	EGLN2
HIFP4H3	EGLN3
HIFPH3	EGLN3
PHD3	EGLN3
HSRBC	CAVIN3
PRKCDBP	CAVIN3
cavin-3	CAVIN3
BFIC2	PRRT2
BFIS2	PRRT2
DSPB3	PRRT2
DYT10	PRRT2
EKD1	PRRT2
FICCA	PRRT2
ICCA	PRRT2
IFITMD1	PRRT2
PKC	PRRT2
EXOD1	ERI2
ZGRF5	ERI2
SSAT-2	SAT2
SSAT2	SAT2
C14orf126	DTD2
C6orf51	GTF3C6
TFIIIC35	GTF3C6
bA397G5.3	GTF3C6
SH3PX2	SNX18
SH3PXD3B	SNX18
SNAG1	SNX18
C6orf117	MRAP2
bA51G5.2	MRAP2
RWDD2	RWDD2A
dJ747H23.2	RWDD2A
CKLFSF7	CMTM7
FAM71E1	GARIN5A
GARIL5	GARIN5A
SDR7C3	RDH13
CANDF6	IL17F
IL-17F	IL17F
C14orf179	IFT43
CED3	IFT43
RP81	IFT43
SRTD18	IFT43
GEFSP9	STX1B
STX1B1	STX1B
STX1B2	STX1B
C1orf85	GLMP
NCU-G1	GLMP
lnc-UCID	GLMP
HYPT13	KRT71
K6IRS1	KRT71
KRT6IRS	KRT71
KRT6IRS1	KRT71
FDX1L	FDX2
MEOAL	FDX2
C10orf65	HOGA1
DHDPS2	HOGA1
DHDPSL	HOGA1
NPL2	HOGA1
C14orf150	WDR89
MSTP050	WDR89
C14orf149	L3HYPDH
BUD32	TP53RK
C20orf64	TP53RK
GAMOS4	TP53RK
Nori-2	TP53RK
Nori-2p	TP53RK
PRPK	TP53RK
dJ101A2	TP53RK
CCDC101	SGF29
STAF36	SGF29
TDRD29	SGF29
BHC80L	PHF21B
PHF4	PHF21B
Pep8b	VPS26B
BEND8	NACC1
BTBD14B	NACC1
BTBD30	NACC1
NAC-1	NACC1
NECFM	NACC1
BARTL1	CFAP36
CCDC104	CFAP36
ARC32	MED8
SBBI81	KTI12
TOT4	KTI12
C16orf40	RPUSD1
RLUCL	RPUSD1
PLC-delta-3	PLCD3
DUFD1	MTFR2
FAM54A	MTFR2
SORORIN	CDCA5
C14orf78	AHNAK2
SPACIA1	SAAL1
C19orf36	IZUMO4
IMAGE:4215339	IZUMO4
SCAMP-4	SCAMP4
FWP005	ADAT3
MRT36	ADAT3
MST121	ADAT3
MSTP121	ADAT3
NEDBGF	ADAT3
S863-5	ADAT3
TAD3	ADAT3
ATCS	CHST14
D4ST1	CHST14
EDSMC1	CHST14
CASC4	GOLM2
H63	GOLM2
PFIC8	KIF12
G21	SLC46A1
HsPCFT	SLC46A1
PCFT	SLC46A1
hPCFT	SLC46A1
C10	C12orf57
GRCC10	C12orf57
PP13296	LARP4
FAM117C	GLCCI1
GCTR	GLCCI1
TSSN1	GLCCI1
BVVLS	SLC52A3
BVVLS1	SLC52A3
C20orf54	SLC52A3
RFT2	SLC52A3
RFVT3	SLC52A3
bA371L19.1	SLC52A3
hRFT2	SLC52A3
C6orf83	SFT2D1
pRGR1	SFT2D1
TEG-261	TEX261
C1orf212	SMIM12
ADC	GADL1
AZIB1	AZIN2
ODC-p	AZIN2
ODCp	AZIN2
BCLP	TMEM54
CAC-1	TMEM54
CAC1	CACUL1
KTCN9	TUBA3D
HEL308	HELQ
CKLFH	CMTM1
CKLFH1	CMTM1
CKLFSF1	CMTM1
P450TEC	CYP2U1
SPG56	CYP2U1
SLC33A2	MFSD3
SDH 2	SDSL
SDHL	SDSL
SDS-RS1	SDSL
TDH	SDSL
cSDH	SDSL
CT135	CIMAP1A
ODF3	CIMAP1A
SHIPPO1	CIMAP1A
TISP50	CIMAP1A
TrIP	PIK3IP1
hHGFL(S)	PIK3IP1
C1orf59	HENMT1
BMZF-4	ZNF257
BMZF4	ZNF257
RNF58	DTX2
ZNF657	ZIM3
PCH7	TOE1
TOE-1	TOE1
hCaf1z	TOE1
HASJ4442	BUD23
HUSSY-3	BUD23
MERM1	BUD23
PP3381	BUD23
WBMT	BUD23
WBSCR22	BUD23
RNF91	TRIM9
TR2IT1	TXNRD3
TRXR3	TXNRD3
TXNR3	TXNRD3
TXNRD3IT1	TXNRD3
TXNRD3NB	TXNRD3
TXNRD3NT1	TXNRD3
SPC	UCN3
UCNIII	UCN3
HMIT	SLC2A13
G24	LACTB
MRPL56	LACTB
EJM1	EFHC1
POC9	EFHC1
RIB72	EFHC1
dJ304B14.2	EFHC1
AGTAVPRL	NLRP3
AII	NLRP3
C1orf7	NLRP3
CIAS1	NLRP3
CLR1.1	NLRP3
DFNA34	NLRP3
FCAS	NLRP3
FCAS1	NLRP3
FCU	NLRP3
KEFH	NLRP3
MWS	NLRP3
NALP3	NLRP3
PYPAF1	NLRP3
HOAT4	SLC22A9
OAT7	SLC22A9
UST3H	SLC22A9
ust3	SLC22A9
BACTS1	TIRAP
Mal	TIRAP
MyD88-2	TIRAP
wyatt	TIRAP
BTN5	ERMAP
PRO2801	ERMAP
SC	ERMAP
HGB	CYGB
COP	CARD16
LLID-114769	CARD16
PSEUDO-ICE	CARD16
HMFT0141	PGLYRP2
PGLYRPL	PGLYRP2
PGRP-L	PGLYRP2
PGRPL	PGLYRP2
TAGL-like	PGLYRP2
tagL	PGLYRP2
tagL-alpha	PGLYRP2
tagl-beta	PGLYRP2
PGLYRPIalpha	PGLYRP3
PGRP-Ialpha	PGLYRP3
PGRPIA	PGLYRP3
PC1L2	PKD1L2
dJ322I12.1	BTBD9
LMR3	LMTK3
PPP1R101	LMTK3
TYKLM3	LMTK3
dJ1007G16.1	CSMD2
dJ1007G16.2	CSMD2
dJ947L8.1	CSMD2
XRG4	XKR4
hXKR4	XKR4
MCSC	SLC25A25
PCSCL	SLC25A25
SCAMC-2	SLC25A25
SCAMC2	SLC25A25
LKB1IP	STK11IP
STK11IP1	STK11IP
GCP5	TUBGCP5
BKLHD5	KLHL32
KIAA1900	KLHL32
UG0030H05	KLHL32
dJ21F7.1	KLHL32
FHOD2	FMNL2
LRRC62	ELFN2
PPP1R29	ELFN2
LRRC12	SLITRK1
TTM	SLITRK1
A930014I12Rik	ESCO1
ECO1	ESCO1
EFO1	ESCO1
KIAA1913	TMEM200A
TTMA	TMEM200C
TTMC	TMEM200A
2A-DUB	MYSM1
2ADUB	MYSM1
BMFS4	MYSM1
GalNAc-T13	GALNT13
LINC01850	GALNT13
hSorCS	SORCS1
KBTBD9	KLHL29
Buster4	SCAND3
FAM200D	SCAND3
ZBED9	SCAND3
ZFP38-L	SCAND3
ZNF305P2	SCAND3
ZNF452	SCAND3
dJ1186N24.3	SCAND3
ODF5	RHPN1
RHOPHILIN	RHPN1
RHPN	RHPN1
pp13842	LENG8
MST101	PWWP2A
ZMYND21	SMYD4
CD352	SLAMF6
KALI	SLAMF6
KALIb	SLAMF6
Ly108	SLAMF6
NTB-A	SLAMF6
NTBA	SLAMF6
SF2000	SLAMF6
ORP-1	OSBPL1A
OSBPL1B	OSBPL1A
OBPH1	OSBPL5
ORP5	OSBPL5
ORP6	OSBPL6
ORP7	OSBPL7
MST120	OSBPL8
MSTP120	OSBPL8
ORP8	OSBPL8
OSBP10	OSBPL8
ORP-9	OSBPL9
ORP9	OSBPL9
ORP10	OSBPL10
OSBP9	OSBPL10
ORP-11	OSBPL11
ORP11	OSBPL11
OSBP12	OSBPL11
TCCCIA00292	OSBPL11
CTRP1	C1QTNF1
ZSIG37	C1QTNF1
CTRP2	C1QTNF2
zacrp2	C1QTNF2
C1ATNF3	C1QTNF3
CORCS	C1QTNF3
CORS	C1QTNF3
CORS-26	C1QTNF3
CORS26	C1QTNF3
CTRP3	C1QTNF3
CTRP4	C1QTNF4
ZACRP4	C1QTNF4
CTFP6	C1QTNF6
CTRP6	C1QTNF6
ZACRP6	C1QTNF6
CTRP7	C1QTNF7
ZACRP7	C1QTNF7
Fbx32	FBXO32
MAFbx	FBXO32
KCT3	TMEM123
PORIMIN	TMEM123
C8orf40	SMIM19
DFNX7	GPRASP2
GASP2	GPRASP2
PP784	MRFAP1L1
PNAS-129	PTPMT1
SLITL2	VASN
FP13169	ZNF618
NEDD10	ZNF618
C6orf150	CGAS
MB21D1	CGAS
h-cGAS	CGAS
CNIIIL	NT5C3B
NT5C3L	NT5C3B
cN-IIIB	NT5C3B
Lso2	CCDC124
oxs1	CCDC124
CCDC5	HAUS1
HEI-C	HAUS1
HEIC	HAUS1
HsT1461	HAUS1
MARCH-III	MARCHF3
MARCH3	MARCHF3
RNF173	MARCHF3
APG4A	ATG4A
AUTL2	ATG4A
HsAPG4A	ATG4A
C13orf2	KCTD12
PFET1	KCTD12
PFETIN	KCTD12
2010001O09Rik	OMA1
MPRP-1	OMA1
MPRP1	OMA1
YKR087C	OMA1
ZMPOMA1	OMA1
peptidase	OMA1
REDD2	DDIT4L
Rtp801L	DDIT4L
COXPD28	SLC25A26
SAMC	SLC25A26
FBG4	FBXO17
FBX26	FBXO17
FBXO26	FBXO17
Fbx17	FBXO17
PGR8	GPR146
CD307a	FCRL1
FCRH1	FCRL1
IFGP1	FCRL1
IRTA5	FCRL1
CD307c	FCRL3
FCRH3	FCRL3
IFGP3	FCRL3
IRTA3	FCRL3
MAIA	FCRL3
SPAP2	FCRL3
dJ167A19.4	LRRC42
Mpa2	GBP4
GBP-5	GBP5
CILD39	LRRC56
DNAAF12	LRRC56
oda8	LRRC56
C7orf30	MALSU1
mtRsfA	MALSU1
RNF107	UHRF2
TDRD23	UHRF2
URF2	UHRF2
TIPUH1	ZNF689
GEFT	ARHGEF25
p63RhoGEF	ARHGEF25
ZNF52	ZNF501
FAM46	TENT5B
FAM46B	TENT5B
KST1	SLC5A11
RKST1	SLC5A11
SGLT6	SLC5A11
BAFF-R	TNFRSF13C
BAFFR	TNFRSF13C
BROMIX	TNFRSF13C
CD268	TNFRSF13C
CVID4	TNFRSF13C
prolixin	TNFRSF13C
CD158Z	KIR3DL3
KIR3DL7	KIR3DL3
KIR44	KIR3DL3
KIRC1	KIR3DL3
DaIP2	NOSTRIN
HAK	ALPK2
NOMA-GAP	ARHGAP33
SNX26	ARHGAP33
TCGAP	ARHGAP33
C14orf172	TRMT61A
GCD14	TRMT61A
Gcd14p	TRMT61A
TRM61	TRMT61A
hTRM61	TRMT61A
DIS3L1	DIS3L
ARLTS1	ARL11
C3orf24	FANCD2OS
4933433C09Rik	IQCD
CFAP84	IQCD
DRC10	IQCD
SDR19C1	DHRS1
PROF	WDFY2
WDF2	WDFY2
ZFYVE22	WDFY2
RDCVF	NXNL1
TXNL6	NXNL1
C16orf42	TSR3
HsTsr3	TSR3
CCDC151	ODAD3
CILD30	ODAD3
ODA10	ODAD3
E430039K05Rik	ZNF653
ZIP67	ZNF653
BLAP18	RMI2
C16orf75	RMI2
SARI	BATF2
OAT4L	SLC22A12
RST	SLC22A12
UAT	SLC22A12
URAT1	SLC22A12
hURAT1	SLC22A12
C20orf167	DNTTIP1
Tdif1	DNTTIP1
dJ447F3.4	DNTTIP1
hFKHLA	FOXP4
DENNED	ZNF526
LRP15	LRRC3B
PEAS	KLHDC3
dJ20C7.3	KLHDC3
WDR92	DNAAF10
C6orf68	NUS1
CDG1AA	NUS1
MGC:7199	NUS1
MRD55	NUS1
NgBR	NUS1
TANGO14	NUS1
5A3	FAM210B
C20orf108	FAM210B
dJ1167H4.1	FAM210B
C20orf101	PHACTR3
H17739	PHACTR3
PPP1R123	PHACTR3
SCAPIN1	PHACTR3
SCAPININ	PHACTR3
C21orf95	CYYR1
CKLFSF5	CMTM5
TGMZ	TGM7
OCTM4	TM4SF19
C9orf42	PABIR1
FAM122A	PABIR1
MIZIP	ZMYND19
FAM36A	COX20
MC4DN11	COX20
C6orf72	GINM1
DGAT2L	MOGAT1
DGAT2L1	MOGAT1
BUCS1	ACSM1
MACS1	ACSM1
VEST-1	C8orf34
VEST1	C8orf34
PX3	PANX3
CRABP4	RBP7
CRBP4	RBP7
CRBPIV	RBP7
AZON	SLC26A8
SPGF3	SLC26A8
TAT1	SLC16A10
LYPDC1	LYPD1
PHTS	LYPD1
CRF2-10	IL22RA2
CRF2-S1	IL22RA2
CRF2X	IL22RA2
IL-22BP	IL22RA2
IL-22R-alpha-2	IL22RA2
IL-22RA2	IL22RA2
ZCYTOR16	IL22RA2
L6D	TM4SF18
BGMR	RAB39B
MRX72	RAB39B
WSMN	RAB39B
WSN	RAB39B
XLID72	RAB39B
GluN3A	GRIN3A
NMDAR-L	GRIN3A
NMDAR3A	GRIN3A
NR3A	GRIN3A
GluN3B	GRIN3B
NR3B	GRIN3B
BHLHB6	OLIG1
BHLHE21	OLIG1
MIST	CLNK
C1orf19	TSEN15
PCH2F	TSEN15
sen15	TSEN15
C1orf24	NIBAN1
FAM129A	NIBAN1
GIG39	NIBAN1
NIBAN	NIBAN1
MAS-L	MAS1L
dJ994E9.2	MAS1L
MRGD	MRGPRD
TGR7	MRGPRD
APOAV	APOA5
RAP3	APOA5
GPR167	MRGPRE
MGRF	MRGPRE
MRGE	MRGPRE
GPR140	MRGPRF
GPR168	MRGPRF
MRGF	MRGPRF
L53MT	MRPL53
mL53	MRPL53
L54mt	MRPL54
MRP-L54	MRPL54
mL54	MRPL54
DYSFIP1	PPP1R27
L39-2	RPL39L
RPL39L1	RPL39L
C20orf60	HSPA12B
LIP8	CNTROB
PP1221	CNTROB
C1orf142	SNAP47
ESFI5812	SNAP47
HEL-S-290	SNAP47
HEL170	SNAP47
SNAP-47	SNAP47
SVAP1	SNAP47
LEAP-2	LEAP2
C6orf192	SLC18B1
VPAT	SLC18B1
dJ55C23.6	SLC18B1
HMFT1766	LRG1
LRG	LRG1
NIZIDS	MED12L
NOPAR	MED12L
TNRC11L	MED12L
TRALP	MED12L
TRALPUSH	MED12L
ARTC5	ART5
CENTB5	ACAP3
CENTD1	ARAP2
PARX	ARAP2
CENTD2	ARAP1
cnt-d2	ARAP1
CENTG1	AGAP2
GGAP2	AGAP2
PIKE	AGAP2
AGAP-1	AGAP1
CENTG2	AGAP1
GGAP1	AGAP1
cnt-g2	AGAP1
AGAP-3	AGAP3
CENTG3	AGAP3
CRAG	AGAP3
MRIP-1	AGAP3
cnt-g3	AGAP3
HFI1	TADA1
STAF42	TADA1
TADA1L	TADA1
hADA1	TADA1
CATSPER	CATSPER1
SPGF7	CATSPER1
CTMP	THEM4
LU103	SCGB3A2
PNSP1	SCGB3A2
UGRP1	SCGB3A2
pnSP-1	SCGB3A2
EAT2	SH2D1B
AIDD	DCD
DCD-1	DCD
C16orf12	WFIKKN1
RJD2	WFIKKN1
WFDC20A	WFIKKN1
WFIKKN	WFIKKN1
RABIN3	RAB3IP
RABIN8	RAB3IP
ADIP	SSX2IP
hMsd1	SSX2IP
MGRG3	MRGPRX2
MRGX2	MRGPRX2
MRGX3	MRGPRX3
SNSR1	MRGPRX3
SNSR2	MRGPRX3
MRGX4	MRGPRX4
SNSR6	MRGPRX4
HRASLS5	PLAAT5
HRLP5	PLAAT5
HRSL5	PLAAT5
PLAAT-5	PLAAT5
RLP1	RILPL1
iNAT	PLAAT5
EPCS3	FTSJ3
MCT10	SLC16A10
PRO0813	SLC16A10
GALNACT15	GALNT15
GALNTL2	GALNT15
PIH5	GALNT15
pp-GalNAc-T15	GALNT15
IHPK3	IP6K3
INSP6K3	IP6K3
C20orf63	DEFB118
DEFB-18	DEFB118
ESC42	DEFB118
ESP13.6	DEFB118
KIP3	CIB3
ARHGAP47	TAGAP
FKSG15	TAGAP
IDDM21	TAGAP
TAGAP1	TAGAP
DFNA36	TMC1
DFNB11	TMC1
DFNB7	TMC1
C20orf145	TMC2
H3	H3C14
RXN3	RLN3
ZINS4	RLN3
insl7	RLN3
AMS	TWIST2
BBRSAY	TWIST2
DERMO1	TWIST2
FFDD3	TWIST2
SETLSS	TWIST2
bHLHa39	TWIST2
ALS2CR19	PARD3B
PAR3B	PARD3B
PAR3L	PARD3B
PAR3beta	PARD3B
CARP2	RFFL
FRING	RFFL
RIFIFYLIN	RFFL
RNF189	RFFL
RNF34L	RFFL
KID2	ZNF354B
RNF89	TRIM6-TRIM34
NCUBE-2	UBE2J2
NCUBE2	UBE2J2
PRO2121	UBE2J2
LOH12CR1	BORCS5
LOH1CR12	BORCS5
NOE3	OLFM3
NOELIN3	OLFM3
OPTIMEDIN	OLFM3
CMG-2	ANTXR2
CMG2	ANTXR2
HFS	ANTXR2
ISH	ANTXR2
JHF	ANTXR2
SBEM	MUCL1
GPCR8	GPR62
KPG_005	GPR62
EAP4	EXOSC6
MTR3	EXOSC6
Mtr3p	EXOSC6
hMtr3p	EXOSC6
p11	EXOSC6
CEFIP	C10orf71
PRO1195	PRAP1
Zfp511	ZNF511
C10orf34	CHCHD1
C2360	CHCHD1
MRP-S37	CHCHD1
mS37	CHCHD1
ZMYND17	MSS51
SPGF41	CFAP70
TTC18	CFAP70
FATS	C10orf90
bA422P15.2	C10orf90
C10orf87	BTBD16
C10orf89	PSTK
C10orf83	MORN4
bA548K23.4	MORN4
rtp	MORN4
PROTRUDIN	ZFYVE27
SPG33	ZFYVE27
HTX7	MMP21
MMP-21	MMP21
C10orf4	FRA10AC1
F26C11.1-like	FRA10AC1
FRA10A	FRA10AC1
NEDGFC	FRA10AC1
SLC56A2	SFXN2
IDDADF	PDZD8
PDZK8	PDZD8
AGAP-4	AGAP4
AGAP-8	AGAP4
AGAP8	AGAP4
CTGLF1	AGAP4
CTGLF5	AGAP4
MRIP2	AGAP4
C10orf32	BORCS7
LYZD2	LYZL2
GSTO 2-2	GSTO2
bA127L20.1	GSTO2
C10orf78	SFR1
MEI5	SFR1
MEIR5	SFR1
bA373N18.1	SFR1
FAM26A	CALHM3
bA225H22.7	CALHM3
TMEM12	CLRN3
USH3AL1	CLRN3
APC16	ANAPC16
C10orf104	ANAPC16
CENP-27	ANAPC16
MSAG	ANAPC16
bA570G20.3	ANAPC16
BCRM1	SFXN4
COXPD18	SFXN4
SLC56A4	SFXN4
UNQ676	CPXM2
OR11-32	OR52J3
OR11-31	OR51L1
OR11-27	OR51A7
OR11-24	OR51S1
OR11-23	OR51F2
OR11-22	OR52R1
C11orf74	IFTAP
HEPIS	C17orf49
NWC	IFTAP
OR11-105	OR4X2
OR11-106	OR4B1
OST208	OR4B1
OR11-11	OR52M1
OR52M1P	OR52M1
OR52M3P	OR52M1
OR11-7	OR52K2
JCG3	OR5P2
JCG4	OR5P2
JCG1	OR5P3
GYLTL1B	LARGE2
PP5656	LARGE2
PAT4	SLC36A4
CDHF15	FAT3
CDHR10	FAT3
hFat3	FAT3
C11orf28	TRIM64
TRIM64A	TRIM64
C11orf93	POU2AF3
CASC13	POU2AF3
COLCA2	POU2AF3
LOH11CR1G	POU2AF3
OCA-T2	POU2AF3
DNAAF15	PIH1D2
FAM55A	NXPE1
FAM55B	NXPE2
AMICA	JAML
AMICA1	JAML
CREA7-1	JAML
CREA7-4	JAML
Gm638	JAML
DPH4	DNAJC24
JJJ3	DNAJC24
ZCSL3	DNAJC24
ARF7EP	ARL14EP
C11orf46	ARL14EP
dJ299F11.1	ARL14EP
OR11-170	OR8I2
OR11-89	OR2D3
OR11-610	OR2D2
OR2D1	OR2D2
hg27	OR2D2
OR11-71	OR52W1
OR52W1P	OR52W1
OR11-49	OR56A4
OR11-75	OR56A1
TRIM51GP	TRIM51G
DEP.4	DEPDC4
AURA17	LRRK2
DARDARIN	LRRK2
PARK8	LRRK2
RIPK7	LRRK2
ROCO2	LRRK2
C12orf59	TMEM52B
C12orf45	NOPCHAP1
DDSR1	NOPCHAP1
OR2AP1P	OR2AP1
OR10P1P	OR10P1
OR10P2P	OR10P1
OR10P3P	OR10P1
OR12-7	OR10P1
OST701	OR10P1
ARCI13	SDR9C7
RDHS	SDR9C7
SDR-O	SDR9C7
SDRO	SDR9C7
MOLT	TMEM132D
PPP1R153	TMEM132D
FP12591	SLC15A4
PHT1	SLC15A4
PTR4	SLC15A4
RHEBL1c	RHEBL1
HSD-29	C12orf54
HSD-30	C12orf54
OR10AD1P	OR10AD1
OR12-1	OR10AD1
ADHD7	TPH2
NTPH	TPH2
osterix	SP7
Cue110	GTSF1
FAM112B	GTSF1
OR12-6	OR10A7
ADWH	KRT74
ECTD7	KRT74
HTSS2	KRT74
HYPT3	KRT74
K6IRS4	KRT74
KRT5C	KRT74
KRT6IRS4	KRT74
GCP-WD	NEDD1
TUBGCP7	NEDD1
IKIP	IKBIP
H4/p	H4C16
HIST4H4	H4C16
C12orf46	ERP27
PDIA8	ERP27
CMT4H	FGD4
FRABP	FGD4
ZFYVE6	FGD4
ASH-4	ASCL4
HASH4	ASCL4
bHLHa44	ASCL4
ABTB2B	ABTB3
BTBD11	ABTB3
SPI-C	SPIC
TMEM16D	ANO4
ABH2	ALKBH2
MDHV1887	SPPL3
PRO4332	SPPL3
PSH1	SPPL3
PSL4	SPPL3
C13orf16	TEX29
bA474D23.1	TEX29
GPR106	RXFP2
GREAT	RXFP2
INSL3R	RXFP2
LGR8	RXFP2
LGR8.1	RXFP2
RXFPR2	RXFP2
C13orf26	TEX26
C13orf32	SLAIN1
PRR20	PRR20E
C13orf28	SPACA7
C14orf75	TDRD9
HIG-1	TDRD9
HLS	HYLS1
NET54	TDRD9
SPGF30	TDRD9
SPNE	TDRD9
AK 7	AK7
CFAP75	AK7
FAP75	AK7
SPGF27	AK7
FAM14B	IFI27L1
ISG12C	IFI27L1
DRIP-1	C14orf28
DRIP1	C14orf28
c14_5270	C14orf28
TPC6	TRAPPC6B
C14orf79	CLBA1
C14orf175	PLD4
ADSSL1	ADSS1
MPD5	ADSS1
C14orf6	RNASE11
HEL-S-84p	RNASE11
RAJ1	RNASE11
C14orf8	TPPP2
CT152	TPPP2
RAE2	RNASE8
mL52	MRPL52
BETA5T	PSMB11
OR14-18	OR4K14
OR14-22	OR4K14
OR14-28	OR4L1
OR4L2P	OR4L1
4-1BBLRR	LRR1
LRR-1	LRR1
PPIL5	LRR1
MST025	KLHDC1
C14orf31	FRMD6
EX1	FRMD6
Willin	FRMD6
c14_5320	FRMD6
C14orf35	NAA30
Mak3p	NAA30
NAT12	NAA30
NAT12P	NAA30
GPB5	GPHB5
ZLUT1	GPHB5
C14orf148	NOXRED1
JUNDM2	JDP2
HBLD1	ISCA2
ISA2	ISCA2
MMDS4	ISCA2
c14_5557	ISCA2
PTE-Ib	ACOT4
PTE1B	ACOT4
PTE2B	ACOT4
BBS8	TTC8
RP51	TTC8
C14orf47	TC2N
C2CD1	TC2N
MTAC2D1	TC2N
TAC2N	TC2N
Tac2-N	TC2N
AI2A5	SLC24A4
NCKX4	SLC24A4
SHEP6	SLC24A4
C14orf69	SLC25A29
CACL	SLC25A29
ORNT3	SLC25A29
C14orf66	DEGS2
DES2	DEGS2
FADS8	DEGS2
RDL	LEO1
DEN1	SENP8
NEDP1	SENP8
PRSC2	SENP8
COXPD15	MTFMT
FMT1	MTFMT
MC1DN27	MTFMT
OSTB	SLC51B
OSTBETA	SLC51B
PBAM2	SLC51B
SLC51A1BP	SLC51B
TARSL2	TARS3
ThrRS-L	TARS3
HIGD2BP	HIGD2B
C15orf27	TMEM266
HVRP1	TMEM266
HsHVRP1	TMEM266
hTMEM266	TMEM266
FSP3	NIPA1
SLC57A1	NIPA1
SPG6	NIPA1
CCP4	AGBL1
FECD8	AGBL1
AGPHD1	HYKK
WHAMM1	WHAMM
WHDC1	WHAMM
SPRYD1	FSD2
PNAA	NTAN1
PNAD	NTAN1
C16orf63	CEP20
FOPNL	CEP20
FOR20	CEP20
PHSECRG2	CEP20
CILD13	DNAAF1
DAU1	DNAAF1
LRRC50	DNAAF1
ODA7	DNAAF1
swt	DNAAF1
A-923A4.1	ACSM2A
ACSM2	ACSM2B
44M2.4	DCUN1D3
DCNL3	DCUN1D3
SCCRO3	DCUN1D3
MRCC2446	NRN1L
UNQ2446	NRN1L
cpg15-2	NRN1L
BNAS2	CMTM3
CKLFSF3	CMTM3
C16orf76	SPATA2L
C16orf55	SPATA33
P41NOX	NOXO1
P41NOXA	NOXO1
P41NOXB	NOXO1
P41NOXC	NOXO1
SH3PXD5	NOXO1
SNX28	NOXO1
C16orf25	CCDC78
CNM4	CCDC78
JFP10	CCDC78
hsCCDC78	CCDC78
EECP	ZG16B
HRPE773	ZG16B
JCLN2	ZG16B
PAUF	ZG16B
PRO1567	ZG16B
NHN1	ZC3H18
GPRg1	GPR139
PGR3	GPR139
PCCP1	CDYL2
FAM100A	UBALD1
PP11303	UBALD1
SEPT12	SEPTIN12
SPGF10	SEPTIN12
ZNF720	KRBOX5
COXPD12	EARS2
MSE1	EARS2
gluRS	EARS2
mtGlnRS	EARS2
mtGluRS	EARS2
SLIC1	SNX20
TMEM170	TMEM170A
C17orf95	METTL23
MRT44	METTL23
HSF 5	HSF5
HSTF 5	HSF5
BC2009	OR4D2
OR17-24	OR4D2
MSI2H	MSI2
PP1744	SLC38A10
SNAT10	SLC38A10
DBQD	CANT1
DBQD1	CANT1
EDM7	CANT1
SCAN-1	CANT1
SCAN1	CANT1
SHAPY	CANT1
ANKS4A	USH1G
SANS	USH1G
CD300b	CD300LB
CLM-7	CD300LB
CLM7	CD300LB
CMRF35-A2	CD300LB
IREM-3	CD300LB
IREM3	CD300LB
TREM-5	CD300LB
TREM5	CD300LB
KIF19A	KIF19
ZPBPL	ZPBP2
C17orf64	CHCT1
AEP2	SPATA32
C17orf46	SPATA32
TEX34	SPATA32
VAD1.2	SPATA32
PNAS-135	LSM12
CNTD	CNTD1
COSA1	CNTD1
DFNB99	TMEM132E
WFDC20B	WFIKKN2
WFIKKNRP	WFIKKN2
hGASP-1	WFIKKN2
B4GALT	B4GALNT2
GALGT2	B4GALNT2
ALLP17	SPACA3
CT54	SPACA3
LYC3	SPACA3
LYZC	SPACA3
LYZL3	SPACA3
SLLP1	SPACA3
SGK494	RSKR
BSRPC	SEZ6
LAT4	SLC43A2
BAP18	C17orf49
ZNF752	ZFP3
DFNB115	SPNS2
SLC62A2	SPNS2
SLC63A2	SPNS2
C17orf57	EFCAB13
L10MT	MRPL10
MRP-L10	MRPL10
MRP-L8	MRPL10
MRPL8	MRPL10
RPML8	MRPL10
uL10m	MRPL10
CAMRQ2	WDR81
CHMRQ	WDR81
HYC3	WDR81
PPP1R166	WDR81
SORF-2	WDR81
FKF	AFMID
KF	AFMID
KFA	AFMID
CX31.9	GJD3
Cx30.2	GJD3
GJA11	GJD3
KA21	KRT222
KRT222P	KRT222
CK-40	KRT40
K40	KRT40
KA36	KRT40
ODG10	ZSWIM7
SPGF71	ZSWIM7
COXPD49	MIEF2
D3B	MIEF2
MID49	MIEF2
SMCR7	MIEF2
SGLT-5	SLC5A10
SGLT5	SLC5A10
C18orf19	FAM210A
HsT2329	FAM210A
DFNB77	LOXHD1
LH2D1	LOXHD1
C18orf37	INO80C
IES6	INO80C
hIes6	INO80C
C18orf17	TTC39C
HsT2697	TTC39C
C18orf51	DIPK1C
FAM69C	DIPK1C
FNCAD	DIPK1C
ZNF816A	ZNF816
UNQ9366	CEACAM20
OR19-7	OR7D4
OR19-B	OR7D4
OR19B	OR7D4
OR7D4P	OR7D4
hg105	OR7D4
